text,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
"Sudah kesekian kalinya kesini, tetap enak",1,0,0,0,0,0,0,0,0,0,0,0,1
"akhirnya kesampaian nyobain bakso yang sering seliweran di fyp, rasanya enak dan tetelannya ga pelit! love it",1,0,0,0,0,0,0,0,0,0,0,0,1
"Seru banget, banyan macamnua, enak tenth nya",1,0,0,0,0,0,0,0,0,0,0,0,0
pelayanan nya ramah dan bersih,0,0,0,0,0,0,1,0,0,0,0,0,1
"makanannya enak-enak, tempatnya juga luas, pelayanan memuaskan",1,0,0,0,0,0,1,0,0,0,0,0,1
"rasa cukup enak. masih jam 1 siang, menu sudah pada habis, padahal hari minggu dan banyak pengunjung datang 🥲. pelayanan lama",0,1,1,0,0,0,0,0,0,0,1,0,0
ENAKK POLL wajibb cobaa karna emg se enak ituu😭🫶🏻,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lengkap pilihan baksonya. Dari yang biasa sampai iga, yang kuah original sampai mercon, bahkan sampai ada opsi bakso bakarnya. Menurutku pengalaman kuliner bakso yang menyenangkan. Isinya benar-benar daging. Bisa banget untuk mengkombinasikan menu baksonya. Harganya di atas rata-rata sih emang.  Meskipun secara ruang sudah luas, tapi menurutku ada dikit ketidaknyamanan terutama saat crowded, mungkin efek spasi antar meja yang kurang lega ataupun hawanya yang panas di siang hari. Pelayanannya bukan tipe yang kusuka sih, soalnya manggil pakai teriak dan waktu itu staf kesusahan buat nyari efek karena ramai. Overall oke untuk kulineran bakso yang komplit dan beda dari yang biasa.",1,0,0,0,1,0,1,1,0,0,0,0,1
"Rasa bakso nya lumayan berasa daging nya, kuah nya bener2 light, gak ada gurih nya gak berasa rempah atau apa pun, bakso goreng nya kurang enak bumbu spicy nya aneh ada pait2 nya dan rasa tepung aja, tambahan tetelan 8rb tetelannya enak banyak potongan daging, pelayanan nya cepat dan pelayannya ramah, saran aja diimprove lagi rasa kuah nya, dan disini banyak tergiur karena ada kuah mercon nya, tapi malah seringan kosong kuah mercon nya.",1,1,1,0,0,0,0,0,0,1,0,0,0
"mantabb bintang 5,pelayanan bintang 10000 ramah2 semuaa,ga nyesel beli disini",0,0,0,0,0,0,0,0,0,0,0,0,1
Baksonya sangat enakkk saya sudah beberapa kali kesini dan dapat rekomen dari teman juga mantabb,1,0,0,0,0,0,0,0,0,1,0,0,1
"untuk rasa menurut saya oke, namun perlu diperhatikan lagi kebersihannya, untuk harga segitu lumayan pricey karna porsi nya juga biasa saja. kalo ditanya bakal kesini lagi apa ngga, mungkin tidak. but not bad. thx",1,0,0,0,1,0,0,1,0,0,0,0,0
Pesan makan kasirnya lupa gak msukan ke bill jdinya makannannya lama datangnya,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enak baksonyaa. Mungkin sbg pecinta bakso yg kuah polosnya berbumbu medok, kurang terobati.",1,0,0,0,0,0,0,0,0,0,0,0,0
Makan mie ayam sudah habis....es teller baru datang,0,0,0,0,0,0,0,0,0,0,1,0,0
Baksonya sangat enak. saos sambalnya bener2 pilih yg berkualitas. pelayannya juga ramah.mantab pokoknya... yg lg kejogja silahkan mampir.,1,0,0,0,0,0,0,0,0,0,0,0,1
"pelayanan garcep betul, bakso mantap, kuahnya berkaldu poooolll josjiisss",1,0,0,0,0,0,0,0,0,0,0,0,1
Berbagai macam bakso yg rasanya spesial,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jauh jauh dari Banten penasaran dengan bakso yg terkenal di Jogja,ternyata tidak sia sia datang jauh jauh",1,0,0,0,0,0,0,0,0,1,0,0,1
"Hits bgt di IG ngiler pgn cobain. Bakso so so, Mie ayam biasa aja krn emg bkn menu spesial x ya. Makan di ruang berAC. Mgkn lain x kesini coba makan gak pake sambel deh.. Perjalanan ke GunKid, mules tdk tertahankan. Malah numpang toilet di WCnya warung bakso rumahan 🤣🤣 perut suamiku aman krn emg lihat sambelnya gak menarik utk dicoba kata dia. Apes bgt perutku 😣",0,1,1,0,0,0,0,0,0,0,0,0,0
"Enak, cuma minusnya rame terus",1,0,0,0,0,0,0,0,1,0,0,0,0
Bakso toping moza enak bgt,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sempet ngira Bakso Pa'jero bakal oke karena tempatnya luas dan rame. Tapi pas sampai, langsung zonk, banyak meja kotor yang nggak dibersihin padahal udah kosong. Pelayannya sih banyak, tapi entah kenapa kayak kurang sigap. Saya sampai harus manggil dulu biar bisa duduk karena mejanya masih penuh sisa makan.  Soal rasa, baksonya biasa aja. Bukan nggak enak, tapi nggak ada yang bikin pengin balik lagi. Lumayan lah kalau cuma sekadar isi perut. Cuma ya… buat tempat segede itu, harusnya kebersihan dan pelayanan lebih diperhatiin sih. Sayang banget kalau cuma jadi tempat luas tapi kurang nyaman.",1,1,0,0,0,0,0,1,0,0,1,0,0
"Strategis, parkir lumayan mudah, enak cuma kadang keasinan 😁🙏🏻 es teler durian bessssssstttttttt 💯💯💯💯💯",1,0,0,0,0,0,1,0,0,0,0,0,0
"Enakk, kuahnya ngaldu bangett, harga mahasiswa",1,0,0,1,0,0,0,0,0,0,0,0,0
"Bakso terenak yg pernah dicoba sejauh ini. Kuah kaldunya mmmmh, pas. Ga lebay, ga terlalu berlemak juga. Buat aku yg makan seporsi udah kenyang, yg biasanya seporsi masih kurang 🙏  Terima kasiih",1,0,0,0,0,0,0,0,0,0,0,0,0
"Saya baru pertama kali ke sini, baksonya enakkkkkkk bangettttttt. Sambal nya bener bener pedassss asliiiiiii Kalian harus coba sihh",1,0,0,0,0,0,0,0,0,1,0,0,0
"Tempatnya selalu rame, baksonya enak, harga masih terjangkau. Saran: Fasilitas berupa toilet wanita, harap diperbaiki",1,0,0,1,0,0,1,1,0,0,0,0,0
selalu enak ga pernah mengecewakan,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bakso tetelan enak pol, mantap. Pelayanan bintang dua krn sy pesen bakso goreng 1 jam ga datang sampe makanan di meja habis, sampai tanya 2x ke pelayan, yg terakhir sy tungguin depan kasir baru dapet.",1,0,0,0,0,0,0,0,0,0,1,0,0
Baksonya rame dan banyak pilihan dan pelayanananya ramah,1,0,0,0,0,0,0,0,0,0,0,0,1
"1. Makanannya oke, baksonya kenyal, kuahnya berasa kaldunya, cuma mie ayamnya bukan tipe favorit aku yaa, karna mienya yg besar besar gitu. Tapi rasanya oke. 2. Layanannya oke, pegawai ramah-ramah semua dan helpfull. 3. Suasananya karna habis lebaran jadi sangat ramai dan agak gerah. 4. Sayangnya, pesanan datang terlalu lama. Walaupun pegawainya banyak, tapi banyak yg terlihat santai terutama bagian dapur. Suami harus datang dan menanyakan pesanan, baru diantar. Padahal mangkok bakso sudah tersedia (tinggal dikasih kuah). Atau mungkin nunggu kuah mendidih atau bagaimana juga kurang mengerti, tapi pesanan datang terlalu lama. 5. Masalah nomor meja juga harus jadi perhatian. Kalau sudah ada nomor meja seharusnya tidak menyebutkan nama pelanggan lagi. Karna kami bukan orang jogja jadi ga ngerti arah utara, selatan, dll. Saat dikasir, ditanya nama pelanggan, tapi ditanya nomor meja juga. Karna saya tidak tau nomor mejanya, dan antrian kasir sudah ramai jadi saya tunjuk aja dari jauh meja saya yg dekat westafel cuci tangan. Tanpa saya mengerti arah utara/selatan. Jadi pesanan kami juga sempat nyasar.  Mungkin point 4 dan 5 bisa jadi perhatian. Karna semuanya udah OKE BANGEETT.  Terimakasih.",1,0,1,0,0,0,0,1,0,1,1,0,1
"Kalau bicara bakso, Warung Bakso Pajero memang punya ciri khas yang bikin beda. Kuahnya gurih, kaldunya berasa kuat dan segar, ditambah bakso yang kenyal tapi tetap lembut saat digigit. Pilihan topping juga cukup beragam, mulai dari bakso urat, bakso halus, hingga mie dan pelengkap lainnya yang bikin mangkok terasa penuh dan puas.  Tempatnya bersih, nyaman, dan pelayanan cukup ramah. Meskipun harga di sini memang sedikit lebih tinggi dibanding warung bakso pada umumnya, rasanya sepadan dengan porsi, kualitas bahan, dan pengalaman makannya. Cocok untuk yang ingin menikmati bakso dengan rasa mantap sekaligus suasana yang lebih nyaman.  👍 Rekomendasi banget untuk pecinta bakso yang ingin mencoba sensasi berbeda, apalagi kalau sedang cari tempat makan bakso yang lebih premium.",1,0,0,1,0,0,1,0,0,0,0,0,1
"pelayannya ramahh bgtt, bakso nya enakk",1,0,0,0,0,0,0,0,0,0,0,0,0
"Baksonya enak banget! Kuahnya gurih dan segar, nggak bikin eneg. Pilihan baksonya juga beragam—ada bakso urat, bakso halus, bakso mercon. Harganya terjangkau dan porsinya cukup mengenyangkan. Tempatnya bersih luas dan pelayanan cepat. Cocok banget buat makan siang atau sore-sore pas laper. Wajib coba kalau lagi di sini!",1,0,0,1,0,0,1,0,0,0,0,0,1
"Bakso halus enak, bakso goreng yang gurih bisa ditingkatkan lagi rasa dagingnya.  Satu kritik saran dari saya untuk memperbaiki koordinasinya, karena saya harus reminder 2x ke waitersnya karna tidak diantar minuman es jeruk malahan meja lain yg datang setelah saya minumannya diantar duluan.",1,0,0,0,0,0,0,0,0,0,1,0,0
"Baksonya ndaging, kuanya ngualdu, mie ayamnya gurih",1,0,0,0,0,0,0,0,0,0,0,0,0
first time nyoba☝️ kata temenku enak,1,0,0,0,0,0,0,0,0,0,0,0,1
"Menu yg disantap bakso halus. Dari segi rasa, enak; sayangnya agak terasa asin utk ukuran saya 😊",1,0,0,0,0,0,0,0,0,0,0,0,0
"Saya baru pertama kali ke sini, baksonya enakkkkkkk bangettttttt. Sambal nya bener bener pedassss asliiiiiii Kalian harus coba sihh",1,0,0,0,0,0,0,0,0,0,0,0,0
baksonya enak ga bikin eneg,1,0,0,0,0,0,0,0,0,0,0,0,0
Mie ayam nya enak basi nya juga joss,1,0,0,0,0,0,0,0,0,0,0,0,0
"Suka sama bakso kuahnya, enak dan segar",1,0,0,0,0,0,0,0,0,0,0,0,0
"Basonya enak, tempatnya juga cukup luas recommended 👌",1,0,0,0,0,0,1,0,0,0,0,0,0
"Tempat Strategis, banyak pilihan menunya, rasa baksonya tdk kaleng2, bisa buat makan rame2 bareng teman2",1,0,0,0,0,0,1,0,0,0,0,0,0
Salah satu rekomendasi bakso mercon di Jogja! Wajib dicoba,0,0,0,0,0,0,0,0,0,0,0,0,1
"tempatnya luas, menunya komplit, pelayanannya juga ramah",1,0,0,0,0,0,1,0,0,1,0,0,0
"pesan di ojol. rasa bakso keju lumayan, kuah cenderung bening asin. belum pernah makan di tempat karena setiap lewat terlihat penuh lautan manusia.",1,0,0,0,0,0,0,0,0,0,0,0,1
Enak mantap cocok buat langanan,1,0,0,0,0,0,0,0,0,0,0,0,0
"Parkiran luas dan ada petugas parkir yang membantu buat masuk dan keluar parkir, untuk motor tarif parkirnya 2.000 rupiah, untuk mobil 3.000 rupiah. Area bakso jg luas, ada ruangan ber AC jg, bagi yang order menggunakan QR langsung duduk saja di meja, dan scan QR nya. Overall oke, untuk baso nya jg enak, kuah nya pas, bumbu nya oke, akan balik lagi kesini sih 👍👏",1,0,0,0,0,0,1,0,0,0,0,0,0
"Kualitas rasa menurun, pedasnya ada seperti awal pertama buka dulu. untuk minum juga pesen es kopi tdk bisa malah diminta pesen es batu sendiri kopi sendiri. bakso gorengnya banyak tepungnya.",0,1,0,0,0,0,0,0,0,0,0,0,0
Salah satu rekomendasi bakso mercon di Jogja! Wajib dicoba,0,0,0,0,0,0,0,0,0,1,0,0,0
"tempatnya ada yang indoor dan outdoor, baksonya enak dan berdaging bangettt",1,0,0,0,0,0,1,0,0,0,0,0,0
"Makanannya enak tapi pelayanan kurang bgttt. Waktu dateng mau parkir gak diarahin, tp pas udah parkir disuruh pindah pdhl banyak karyawan yg liat waktu mau parkir. Gak rame tapi meja gak bersih, masih ada sisa makanan gt. Sangat disayangkan",1,0,0,0,0,0,0,1,0,0,1,0,0
Layanan anter makanannya cepat sekali dah gitu enak sekali lagi,1,0,0,0,0,0,0,0,0,0,0,0,1
"Bakso oke, service okelah. Warung bakso yg konsepnya kayak semi resto. Gewwdd",1,0,0,0,0,0,0,0,0,0,0,0,1
"Menu bakso dan mie ayamnya macem macem jd bisa pilih sesuai selera kalian, rasanya juga enak",1,0,0,0,0,0,0,0,0,0,0,0,0
"Klau akhir pekan atau liburan, pengunjung ramai. Kadang pesanan yang diinginkan sudah TDK tersedia atau habis.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Untuk pelayanann nya kurang ramah, cuman perihal salah denger langsung di jutekin padahal kan saya beli BUKAN MINTA, kasir a/n MBA ERSA",0,0,0,0,0,0,0,0,0,0,0,0,1
Enak.. Halal dan bersih.. Barakallah semoga makin berkah usaha nyaaa,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bertahun2 langganan sama bakso pajero. Dari pertama kali sebetulnya notice bgttt sama servis nya yg GAA RAMAH SAMA SEKALI. Tapi karena niatnya makan, bukan ramah tamah yaa.. Dan keburukan servis nya ini akhirnya hari ini pecah juga emosi saya, saya datang beberapa menit sebelum buka puasa, langsung lihat meja kosong, duduk, lagi nulis pesanan, mba2 server ngasih tau mejanya udah py org yg lagi antri bayar di kasir dan ditinggal bentar, awalnya ga masalah, pas liat tuh mb2 mlengos aja cuma sekedar ngasih tau.. cariin kek, arahin kek tempat baru, Astagfirulohh! Kalo ga bawa anak usia 9th mau buka puasa aja udah lgs tinggal ga bakal balik2 lagi. Enak, viral, rame, Pleasee lahhh.. jangan jumawa, diatas langit masih ada langit. Kasih dong SOP servis yg bagus, kita pelanggan ga butuh di sembah2 juga kok, cukup senyum dan punya etika aja lah. Satu lagi, maaf yaa kebersihannya juga dong diperhatiin, ini alat makan nyuci kagak bersih 😮‍💨",0,0,0,0,0,0,0,1,0,0,1,1,1
"Enakkk tapi kuah merconnya tidak gerd-friendly tapi enakkk! 😫😫😫😫 daging baksonya enak, kuahnya enak, mi nya juga enakk, definisi bakso mercon yang selama ini sy bayangkan. Tapi pastikan perut dan lambung kalian aman ya guys ya 🫶🏻🥹",1,0,1,0,0,0,0,0,0,0,0,0,1
"menu baru bakso KEJUtannya ngejuu bangett, worth to try",1,0,0,0,0,0,0,0,0,0,0,0,0
BESO LAGI KALO MISAL MENU SUDAH HABIS MOHON DI CORET DENGAN BENAR,0,0,0,0,0,0,0,0,0,0,1,0,0
"bakso nya enak banget, bakso sumsum nya  bener² mantap",1,0,0,0,0,0,0,0,0,0,0,0,0
"BURUKKK PELAYANANN BINTANG 1 Tolongg udah ke3xnya masa pelayanan masih sama dan terulang kembali , makanan lama 30menit lebih dan ngga dikonfirmasi hadehh parah sampee tanyaa ke waiters 3x",0,0,0,0,0,0,0,0,0,0,0,0,1
Makan bakso dengan berbagai varian rasa enak. Harga lumayan terjangkau. Tempat duduk banyak tersedia.,1,0,0,1,0,0,1,0,0,0,0,0,0
"Bakso enak, tetelan bnyk, tetelan nya gaji doang uy, rasa ok, es teller juga ok, bakso goreng nya puedes nyooo, Lumayan rame saat malam gini, Harga wort it 👌",1,0,0,0,0,0,1,0,0,0,0,0,0
"Pros : √ Baksonya enak, terasa sapinya Teksturnya empuk kenyal lembut, jenis bakso aliran yang saya suka √ Mushola nyaman ber-AC √ Bisa cashless √ Mie ayam enak, mienya tipe keriting dan kuah kuning √ Pelayanan standar  Cons : √ Pelayanan kurang senyum √ Ruang AC sedikit √ Kamar mandi bau muntahan √ Harga overpriced, bakso telur garuda kecil padahal harganya 80rb √ Tidak cocok untuk pecinta bakso yang suka kaldu kental dan gurih √ Bakso urat terlalu asin, baik itu baksonya maupun kuahnya √ Piring dan mangkok kotor tidak segera dibersihkan, jorok",1,0,0,0,1,0,1,1,0,0,0,0,1
"Bakso kuah ori nya mantap,gurih,ngaldu banget Bakso kuah mercon nya pedes nya ga ketolongan",1,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso tenis uratnya tetelan paling saya suka, bikin nagih",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sesuai Tag nya yaitu GARANSI RASA, sekali kesini kepingin lg dan lagi..Ini udah yg entah keberapa kesini Menunya makin lengkap sekarang.. bisa buat jujugan seluruh anggota kelg karena menunya komplitttt Mantullll",1,0,0,0,0,0,0,0,0,0,0,0,1
"Salah satu tempat makan bakso favorit kalau ke Jogja, selalu ajak keluarga besar makan di sini.  Selalu ramai saat Minggu atau long weekend Overall pelayanannya semakin membaik darinwaktu ke waktu, evaluasinya berjalan dengan baik, sebelumnya sering kali sangat lama saat antrian sedang chaos, namun saat ini sudah mulai membaik  Punya cabang lain yg menyebar di Utara dan Selatan kota, namun ininyy terdekat dengan pusat kota.  Untuk menu, no comment, with it untuk rasa dan harga.  Menu favorit Bakso bakar (manis dan pedas) Bakso urat tetelan  Noted - datang - cari meja - tulis pesanan - bayar dikasir",0,0,0,0,0,0,0,0,0,0,0,0,1
Nyaman banget sudah 3 kali ke sini,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bakso iga nya enak, baksonya empuk dan dagingnya lembut",1,0,0,0,0,0,0,0,0,0,0,0,0
"Seneng banget pengalaman kesana baksonya enak, pelayanannnya ramah, joss dehh",1,0,0,0,0,0,0,0,0,0,0,0,1
Wajib makan disini kalau ke yogya. Puas banget makan bakso disini ✨🥳,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jam stngh 4 Udah reservasi buat jam 18.00 ehh sampai lokasi jam jam 17.55 meja nya malah di juall ...parah sih jauh"" dr solo pdhal ..parah parah bgt servisnya",0,0,0,0,0,0,0,0,0,0,1,0,0
"Bakso pajero komplit, ada 4 macem bakso, salah satunya bakso jamur. Jarang2 aja ada yg nyediaiin bakso jamur. Bakso lainnya juga kerasa banget dagingnya.  Kuahnya mantap sama sekali ga perlu tambahin sambel lagi haha, pengennya nambah kuah si hehe.  Harga standar aga mahal tapi ya masih oke. Pelayanannya cepet kok mungkin sekitar 20mnt (?) masih wajar padahl posisi ramai disana.  Ada musholanya juga bersih. sama ada kang parkir",1,0,0,0,0,1,1,0,0,1,0,0,0
"Baksonya rekomended,di buku menu ada mie ayam tapi pas kesana lagi ga ada Next semoga menunya lengkap yaaa",1,1,0,0,0,0,0,0,0,0,0,0,0
"Kuahnya ngaldu banget, bakso halusnya kenyal, gurih, berasa dagingnya. Bakso uratnya uenak pol, uratnya banyak dan teksturnya grenjel2. Salah satu bakso terenak se Jogja yg wajib dicoba. Oiya, tehnya sepet wangi enak.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso pa’jero sebelah uny  Selai ramai, parkiran luas Kuah baksonya seger tp terlalu rasa micin, bakso bakar enak bumbunya tapi terlalu asin.",1,1,0,0,0,0,1,0,0,0,0,0,1
Bakso bakar ya enak dan pas,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso nya enak, tempat luas & ada ruang ber AC, pelayanan baik dan cepat",1,0,0,0,0,0,1,0,0,1,0,0,0
baso y ngeunaahh weuunak pisan deehh,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempatnya cocok untuk bawa keluarga atau rombongan, bebas dari asap rokok, kids friendly",0,0,0,0,0,0,1,0,0,0,0,0,0
"rasanya basic masih banyak tempat bakso lebih enak dri ini, mana pelayanan sama kebersihan harus dibenerin bgt, meja ga dipake berjam2 masih aja kotor ga diatas ga dibawahnya, makanannya lama bgt dianterinnya, pdhl lg sepi, buat harganya kurang worth it",0,1,0,0,1,0,0,1,0,0,1,0,0
"Es teler pelit bgt, terlalu banyak es nya, isinya dikit, saya pesan menu sarang naga kalo nggak salah, bilangnya nunggu 15 menit, tapi sampe setengah jam, + mati lampu, kamar mandi kotor dan sempit, paling parah pas saya kesana air nggak ngalir, cukup pertama dan terakhir kalinya, JANGAN KETIPU FYP!",0,1,0,0,0,0,0,1,0,0,1,0,0
Tipikal bakso abang abang yg hambar namun di resto. Ya udah gitu aja... nothing special for me,0,1,0,0,0,0,0,0,0,0,0,0,0
Bakso dengan banyak variasi dan enak2 Bakso iganya empuk !! Selalu rame tp tetap dpt tempat duduk.,1,0,0,0,0,0,1,0,0,0,0,0,0
"Baksonya asin bgt, kuahnya terlalu hambar kaldunya ga kerasa. Mie yang buat bakso juga ga enak. Yg lumayan cm es duriannya doang",0,1,1,0,0,0,0,0,0,0,0,0,0
Mungkin di perbaiki lagi mengenai pelayanan yg lama dan lebih di tingkatkan kembali peforma SDM nya,0,0,0,0,0,0,0,0,0,0,0,0,1
"Baso benar benar enak berdaging bangetttttt bangeettttttttt, teruss tempatt nya juga nyaman apalagi ada ruangan ber ac, pokokk worth it bangettt, bahkan harganya tergolong murahh untuk bakso SEENAKK BANEGTTTTTTTT!!!!!!!",1,0,0,1,0,0,1,0,0,0,0,0,0
"ini area mainan anak kotor banget plisss. abis kena ujan kayaknya, lantai basah banyak tanah gak dibersihin. area lesehan kotor banget lantainya berminyak. beda sama cabang jl kabupaten tempatnya bersih. baksonya enak kalo tempatnya kotor jadi gak mood makan.",0,0,1,0,0,0,0,1,0,0,1,0,0
"Makanan nya lengkap, varian bakso nya lengkap sekali, parkiran luas, makanan disajikan dgn cepat, mantap bakso pajero!!!",1,0,0,0,0,0,1,0,0,0,0,0,0
Kalo ke jogja selalu ke sini buat mam bakso,0,0,0,0,0,0,0,0,0,0,0,0,1
Bakso tergokiill endeeeuusss di jogja 👍🏻👍🏻👍🏻👍🏻,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso enak, es teler enak..pelayanan ok ramah2 masyaAllah..",1,0,0,0,0,0,0,0,0,1,0,0,0
"baksonya enak banget, kuahnya seger poll MANTAAPP👍🏻",1,0,0,0,0,0,0,0,0,0,0,0,0
"Bismillahirohmanirohim rasa bakso kuahnya lumayan, pas beli bakso bakar samurai ekspektasi ketinggian, nunggu bakso bakarnya  datang 40 menit, harus ditanyain ke bagian pemesanan, terus disuruh nunggu lagi 5 menit, pas dateng bakso bakarnya gak panas, harus minta diangetin, ternyata datengnya anget doang, padahal judulnya bakso bakar, rasa standard.",1,0,1,0,0,0,0,0,0,0,0,0,1
"Baksonya enak, recomended banget jadi pilihan makan bakso  bareng keluarga, temen, gebetan",1,0,0,0,0,0,0,0,0,0,0,0,1
"service sangat apik, cepat, dan ramah. pembayaran di muka sehingga perlu menentukan mau makan apa dan minum apa langsung sekalian biar tidak repot. untuk rasa ya oke oke saja, cocok lah untuk khalayak umum yang bukan penggemar berat bakso seperti saya.  yang perlu diperhatikan adalah kebersihan meja saja. mungkin karena pegawai dituntut cepat dan cekatan karena kalau jam rame emang terus terisi kalo udah ada yang pulang, alhasil meja gak terlalu bersih. masih ada noda-noda kuah, lengket-lengket, atau remahan.",1,0,0,0,0,0,0,1,0,1,1,0,0
bakso paling enak di jogja,1,0,0,0,0,0,0,0,0,0,0,0,0
Tempatnya nyaman bersih...pelayanannya bagus makanannya juga enak pokoknya recommended bgt buat makan bareng pasangan keluarga ataupun teman 🙂,1,0,0,0,0,0,1,0,0,0,0,0,1
Sangat recommended buat para pecinta bakso,0,0,0,0,0,0,0,0,0,0,0,0,1
pilihan ketika lagi pengen makan bakso di jogja...,0,0,0,0,0,0,0,0,0,1,0,0,0
suda langganannnn. enak dan pelayanannya bagus,1,0,0,0,0,0,0,0,0,0,0,0,1
"Taste baksonya ngebakso bgt, es telernya top💅🔥",1,0,0,0,0,0,0,0,0,0,0,0,0
Rekomend bgt buat bakso bakar saus mentai nya tul mantul bingits,1,0,0,0,0,0,0,0,0,0,0,0,0
Luar biasa kli enak aku gk tipu,1,0,0,0,0,0,0,0,0,0,0,0,0
Tempat mebacri berbagai olahan bakso yang mantap disini,0,0,0,0,0,0,0,0,0,0,0,1,0
"Pilihan menunya banyak, dari yang pedas sampe yang ga pedas, bagi beberapa orang yang mau nyoba kuah pedas bakso pa'jero bisa jadi opsi bagus, sambel yang disediakan juga enak, terus ada pilihan minuman juga yang cocok kalau mau seger-seger  Mungkin catatan aja buat kuah mercon kadang rada berminyak, dan buat yang mau makan disini disarankan ngga pas siang karena lumayan panas takutnya gerah dan untuk waktu antri juga tidak termasuk cepat",1,1,0,0,0,0,0,0,0,0,0,0,1
Enak bangetttttttt yaaaa sesuai ekspetasi,1,0,0,0,0,0,0,0,0,0,0,0,0
pelayanan bagus makanannya enak enak,1,0,0,0,0,0,0,0,0,0,0,0,1
Dari segi pelayanan sih oke makanan enak.tapi tadi waktu numpang sholat magrib di mushola ga nyaman aja karna udah tau banyak yang sholat malah nada bicara nya kencang banget malah sholat terasa ter ganggu kan,1,0,0,0,0,0,0,1,0,1,0,0,0
"Pengambilan menu dan kasir ada di bagian selatan.  Untuk makanannya enak.  Saya pesan dibungkus bakso urat mercon kuah mercon, bakso bakar mix, dan es buah namun saat saya buka dirumah hanya ada bakso urat mercon kuah mercon dan es buah saja. Saya pikir bakso urat mercon kuah mercon dan bakso bakar mix disatukan dalam 1 wadah tetapi tidak. Entah menu bakso bakar mix nya sedang proses atau bagaimana tapi bila memang demikian, harusnya tunggu semua pesanan sudah siap dulu baru diberikan ke pelanggan atau setidaknya ada diinfokan, padahal untuk pelayanan lainnya sudah baik.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Ini salah satu bakso terenak yg pernah aku makan di Jogja. Rasa dagingnya premium dihidangkan dengan kuah yg panas, rasa kuahnya menjadi khas dengan kaldu daging, menurutku rempahnya kurang seperti hanya gurih saja rasanya dan baksonya tidak panas jdi kuahnya cepat dingin. Yg kurang aku suka tempatnya agak kotor meja dan sendok garpunya kurang bersih mencucinya. Tapi tetap untuk masalah bakso ini yg paling enak.",1,1,1,0,0,0,0,1,0,0,0,0,0
"✅Cari lokasinya cukup mudah dan sesuai map ✅Ada ruang non AC, AC, lesehan, mini kids playground, musola, toilet ✅Parkir mobil & motor luas ✅Layanan pegawai cekatan ✅Varian bakso variatif & menggiurkan ✅Varian es variatif & menggiurkan ✅Sambal uleknya nyossss  Saya coba bakso urat, mercon dan sumsum : ☑️Harga standar kota besar ☑️Rasa kuah B aja, kurang kuat kaldunya ☑️Bakso mudah dipotong, rasa B aja karena rasa dagingnya kurang kuat  Porsi bakso sumsum bisa untuk berdua.  Sukses untuk bakso Pajero 👍",1,0,1,0,0,1,1,0,0,1,0,0,0
Bad  management dalam memasak..untuk 4 mangkok bakso nunggu setengah jam lebih..di sisi lain banyak banget karyawan bagian penyajian nganggur  nungguin dapur selesein pesanan..semoga ke depannya lebih fast respon..thx,0,0,0,0,0,0,0,0,0,0,0,0,1
"bakso nya enak banget, bakso sumsum nya  bener² mantap",1,0,0,0,0,0,0,0,0,0,0,0,0
"Baksonya enak banget, porsinya ga nanggung-nanggung. Recommended bangett pokonya👍👍👍",1,0,0,0,0,0,0,0,0,0,0,0,0
Tempatnya luas dan tersedia parkir Motor mau mobil yang lumayan. Ini saja bagi saya sudah bintang lima. Pilihan baksonya cam-macam dan enak,1,0,0,0,0,0,0,0,0,1,0,0,0
"Baksonyaaa bakso bangetttt, minimal bangett udah pernah nyobain dehh",1,0,0,0,0,0,0,0,0,1,0,0,0
paling enak abis kuliah makan di sini. kuahnya enaakkkkk!!! harga masih okee buat mahasiswa:))),1,0,0,1,0,0,0,0,0,0,0,0,1
"Enak, menu pilihan banyak, buat anak2 juga oke ada sop sop-an. Tempat luas ada playground nya",1,0,0,0,0,0,1,0,0,0,0,0,0
"enak, pelayanannya cepat dan ramah, tempat luas",0,0,0,0,0,0,1,0,0,0,0,0,1
"Baksonya enak, es teler duriannya juga seger, bakso goreng spicynya mantap",1,0,0,0,0,0,0,0,0,0,0,0,0
